CTUID,Geography,Total - Mother tongue,  Single responses,    Official languages,      English,      French,    Non-official languages,      Aboriginal languages,        Algonquian languages,          Blackfoot,          Cree-Montagnais languages,            Atikamekw,            Montagnais (Innu),            Moose Cree,            Naskapi,            Northern East Cree,            Plains Cree,            Southern East Cree,            Swampy Cree,            Woods Cree,"            Cree, n.o.s.",          Eastern Algonquian languages,            Malecite,            Mi'kmaq,          Ojibway-Potawatomi languages,            Algonquin,            Ojibway,            Oji-Cree,            Ottawa (Odawa),"          Algonquian languages, n.i.e.",        Athabaskan languages,          Northern Athabaskan languages,            Babine (Wetsuwet'en),            Beaver,            Carrier,            Chilcotin,            Dene,            Dogrib (Tlicho),            Gwich'in,            Sarsi (Sarcee),            Sekani,            Slavey-Hare languages,              North Slavey (Hare),              South Slavey,"              Slavey, n.o.s.",            Tahltan languages,              Kaska (Nahani),              Tahltan,            Tutchone languages,              Northern Tutchone,              Southern Tutchone,"          Athabaskan languages, n.i.e.",        Haida,        Inuit languages,          Inuinnaqtun (Inuvialuktun),          Inuktitut,"          Inuit languages, n.i.e.",        Iroquoian languages,          Cayuga,          Mohawk,          Oneida,"          Iroquoian languages, n.i.e.",        Kutenai,        Michif,        Salish languages,          Comox,          Halkomelem,          Lillooet,          Okanagan,          Shuswap (Secwepemctsin),          Squamish,          Straits,          Thompson (Ntlakapamux),"          Salish languages, n.i.e.",        Siouan languages,          Dakota,          Stoney,"          Siouan languages, n.i.e.",        Tlingit,        Tsimshian languages,          Gitxsan (Gitksan),          Nisga'a,          Tsimshian,        Wakashan languages,          Haisla,          Heiltsuk,          Kwakiutl (Kwak'wala),          Nuu-chah-nulth (Nootka),"          Wakashan languages, n.i.e.","        Aboriginal languages, n.o.s.",      Non-Aboriginal languages,        Afro-Asiatic languages,          Berber languages,            Kabyle,"            Berber languages, n.i.e.",          Cushitic languages,            Bilen,            Oromo,            Somali,"            Cushitic languages, n.i.e.",          Semitic languages,            Amharic,            Arabic,            Assyrian Neo-Aramaic,            Chaldean Neo-Aramaic,            Harari,            Hebrew,            Maltese,            Tigrigna,"            Semitic languages, n.i.e.","          Afro-Asiatic languages, n.i.e.",        Austro-Asiatic languages,          Khmer (Cambodian),          Vietnamese,"          Austro-Asiatic languages, n.i.e",        Austronesian languages,          Bikol,          Cebuano,          Fijian,          Hiligaynon,          Ilocano,          Malagasy,          Malay,"          Pampangan (Kapampangan, Pampango)",          Pangasinan,"          Tagalog (Pilipino, Filipino)",          Waray-Waray,"          Austronesian languages, n.i.e.",        Creole languages,          Haitian Creole,"          Creole, n.o.s.","          Creole languages, n.i.e.",        Dravidian languages,          Kannada,          Malayalam,          Tamil,          Telugu,"          Dravidian languages, n.i.e.",        Hmong-Mien languages,        Indo-European languages,          Albanian,          Armenian,          Balto-Slavic languages,            Baltic languages,              Latvian,              Lithuanian,            Slavic languages,              Belarusan,              Bosnian,              Bulgarian,              Croatian,              Czech,              Macedonian,              Polish,              Russian,              Serbian,              Serbo-Croatian,              Slovak,              Slovene (Slovenian),              Ukrainian,"              Slavic languages, n.i.e.",          Celtic languages,            Scottish Gaelic,            Welsh,"            Celtic languages, n.i.e.",          Germanic languages,            Afrikaans,            Danish,            Dutch,            Frisian,            German,            Icelandic,            Norwegian,            Swedish,            Vlaams (Flemish),            Yiddish,"            Germanic languages, n.i.e.",          Greek,          Indo-Iranian languages,            Indo-Aryan languages,              Bengali,              Gujarati,              Hindi,              Kashmiri,              Konkani,              Marathi,              Nepali,              Oriya (Odia),              Punjabi (Panjabi),              Sindhi,              Sinhala (Sinhalese),              Urdu,            Iranian languages,              Kurdish,              Pashto,              Persian (Farsi),"            Indo-Iranian languages, n.i.e.",          Italic (Romance) languages,            Catalan,            Italian,            Portuguese,            Romanian,            Spanish,"            Italic (Romance) languages, n.i.e.",        Japanese,        Kartvelian languages,          Georgian,        Korean,        Mongolic languages,          Mongolian,        Niger-Congo languages,          Akan (Twi),          Bamanankan,          Edo,          Ewe,"          Fulah (Pular, Pulaar, Fulfulde)",          Ga,          Ganda,          Igbo,          Lingala,          Rundi (Kirundi),          Kinyarwanda (Rwanda),          Shona,          Swahili,          Wolof,          Yoruba,"          Niger-Congo languages, n.i.e.",        Nilo-Saharan languages,          Dinka,"          Nilo-Saharan languages, n.i.e.",        Sign languages,          American Sign Language,          Quebec Sign Language,"          Sign languages, n.i.e",        Sino-Tibetan languages,          Chinese languages,            Cantonese,            Hakka,            Mandarin,            Min Dong,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",            Wu (Shanghainese),"            Chinese, n.o.s.","            Chinese languages, n.i.e.",          Tibeto-Burman languages,            Burmese,            Karenic languages,            Tibetan,"            Tibeto-Burman languages, n.i.e.",        Tai-Kadai languages,          Lao,          Thai,"          Tai-Kadai languages, n.i.e",        Turkic languages,          Azerbaijani,          Turkish,          Uyghur,          Uzbek,"          Turkic languages, n.i.e.",        Uralic languages,          Estonian,          Finnish,          Hungarian,"          Uralic languages, n.i.e.","        Other languages, n.i.e.",  Multiple responses,    English and French,    English and non-official language,    French and non-official language,"    English, French and non-official language"
5350612.22,0612.22 (5350612.22)   00000 (  1.6%),7320,6970,4110,3980,130,2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2855,390,0,0,0,5,0,0,5,0,375,5,365,10,0,0,0,0,0,0,0,40,0,40,0,80,0,0,0,0,5,0,10,0,5,65,0,5,5,0,0,5,65,0,10,40,15,0,0,1740,25,0,505,0,0,0,500,0,5,10,110,5,20,105,120,80,5,10,5,25,0,0,0,0,0,40,10,0,5,0,20,0,0,5,0,0,0,15,575,490,10,30,60,0,10,0,0,5,160,0,20,195,75,0,20,60,5,580,0,85,135,45,315,0,5,0,0,145,0,0,25,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,310,305,65,5,220,0,10,5,5,0,0,0,0,0,0,10,5,10,0,40,0,35,0,0,0,10,0,0,5,0,0,350,40,295,10,5
5350612.23,0612.23 (5350612.23)   00000 (  3.6%),4655,4500,2755,2655,95,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,180,0,0,0,0,0,0,0,0,180,0,165,0,5,0,0,0,0,0,0,30,0,30,0,85,0,0,0,0,0,0,15,0,0,70,0,5,0,0,0,0,30,0,0,10,20,0,0,1035,0,0,305,0,0,0,305,0,0,15,35,5,5,80,80,50,5,15,10,10,0,0,0,0,0,40,0,5,5,0,30,0,0,0,0,0,0,30,295,250,0,30,65,0,0,0,0,0,85,0,5,65,45,5,10,35,0,355,0,75,90,45,145,0,5,0,0,90,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,265,50,0,195,0,5,5,5,0,0,0,0,0,0,5,5,5,0,5,0,5,0,0,0,15,0,0,15,0,0,150,10,130,5,5
5350612.24,0612.24 (5350612.24)   00000 (  1.5%),7980,7615,4260,4155,110,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355,420,0,0,0,0,0,0,5,0,410,0,405,5,0,0,0,5,0,0,0,40,0,40,0,45,0,0,0,0,0,0,5,0,0,45,0,0,10,0,10,5,50,5,10,25,5,0,0,1595,10,10,415,5,5,0,405,0,0,10,125,5,15,105,65,55,10,5,5,20,0,5,0,0,0,55,10,0,5,0,35,0,0,0,0,0,5,35,665,615,15,55,105,10,5,5,0,0,195,20,5,195,50,0,5,45,0,405,0,135,90,15,170,0,10,0,0,200,0,0,10,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,915,910,170,10,700,0,20,0,5,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,30,5,5,25,0,0,370,20,325,10,10
5350612.25,0612.25 (5350612.25)   00000 (  1.2%),5475,5290,3245,3170,75,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,165,0,0,5,0,0,0,0,0,165,0,160,5,0,0,5,0,0,0,0,25,0,30,0,20,0,0,0,0,0,0,5,5,0,15,0,0,0,0,0,0,30,0,15,15,5,0,0,1025,10,5,325,5,0,5,320,0,0,5,110,5,5,70,55,30,0,10,10,20,0,0,0,0,0,45,10,0,5,0,30,0,5,0,0,0,0,35,300,255,15,20,45,5,0,5,0,5,75,10,15,70,40,0,10,30,0,305,0,125,80,30,70,0,10,0,0,85,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,635,635,125,5,475,0,5,10,15,0,0,0,0,0,0,5,0,0,0,10,0,10,0,0,0,20,0,0,15,0,0,185,25,150,5,10
5350612.26,0612.26 (5350612.26)   00000 (  7.3%),3935,3810,2495,2410,80,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,150,0,0,0,0,0,0,0,0,145,0,135,10,0,0,5,0,0,0,0,5,0,5,0,50,5,5,0,0,0,0,5,0,0,35,0,0,5,0,5,0,20,5,5,10,5,0,0,775,10,0,275,10,0,10,265,0,0,15,35,10,15,90,50,25,0,5,5,25,5,0,0,0,0,35,5,0,15,0,20,0,0,5,0,0,0,5,165,125,10,10,15,0,0,5,0,0,20,5,0,55,40,0,0,40,5,280,0,45,75,30,130,0,5,0,0,75,0,0,15,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,180,180,50,0,120,0,0,10,5,0,0,0,0,0,0,5,0,0,0,15,0,15,0,0,0,15,5,0,15,0,0,130,15,105,5,0
5350612.27,0612.27 (5350612.27)   00000 (  3.4%),5190,5035,3460,3370,90,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,145,0,0,0,5,0,0,0,0,145,0,135,5,0,0,0,5,0,0,0,5,0,5,0,60,0,0,0,0,0,0,5,0,0,50,0,0,0,0,0,0,10,0,5,0,0,0,0,965,10,10,320,0,0,0,315,0,0,5,70,0,15,100,50,15,5,10,5,30,0,0,0,0,0,50,5,0,10,0,30,0,0,0,0,0,0,15,305,275,5,10,45,5,0,0,0,5,95,0,0,105,30,5,0,20,0,275,0,90,65,25,90,0,5,0,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,295,295,70,0,220,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,25,5,0,15,0,0,155,10,120,10,15
5350613.01,0613.01 (5350613.01)   00000 (  2.1%),4130,4025,3040,2990,45,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,35,0,0,0,0,0,0,0,0,35,0,30,0,0,0,0,5,0,0,0,5,0,5,0,30,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,0,0,0,0,0,0,730,10,0,295,10,5,5,280,0,5,20,45,15,5,85,35,35,5,15,5,20,0,0,0,0,0,65,0,5,10,0,50,0,0,5,0,0,0,5,155,105,10,5,15,0,0,0,0,0,40,0,0,35,40,0,0,45,0,205,0,50,70,20,65,0,10,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,110,110,30,0,70,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,20,0,0,20,0,0,110,10,90,0,5
5350613.03,0613.03 (5350613.03)   00000 (  3.9%),4070,3935,2820,2730,85,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,75,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0,0,5,0,5,0,45,0,5,0,0,0,0,5,0,0,35,0,0,0,0,0,0,25,0,5,20,0,0,0,765,5,10,280,5,0,0,275,0,10,0,40,5,0,100,45,35,5,15,0,10,0,0,0,0,0,55,10,0,10,0,40,0,0,0,0,0,0,5,175,150,5,15,15,0,0,0,0,0,35,0,10,70,25,0,5,20,0,235,0,60,50,35,90,0,5,0,0,30,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,130,125,20,0,90,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,10,0,5,140,10,120,5,0
5350613.04,0613.04 (5350613.04)   00100 (  5.2%),4475,4360,2835,2755,80,1525,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,60,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,20,0,20,0,65,0,5,0,0,0,0,5,0,0,50,0,0,0,0,0,0,50,5,10,30,0,0,0,880,5,5,315,10,0,5,310,0,0,15,40,10,15,95,80,25,0,5,5,20,5,0,0,0,0,90,10,5,15,0,65,5,0,0,0,0,0,15,195,145,5,15,25,0,0,0,0,0,60,0,0,50,50,0,5,40,0,260,0,50,70,15,125,0,5,5,5,105,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,5,0,0,295,290,45,0,240,0,5,0,10,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,15,0,0,10,0,0,115,10,100,0,0
5350614.01,0614.01 (5350614.01)   00000 (  1.8%),3130,3065,2340,2275,60,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,15,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,5,0,5,0,20,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,0,5,10,0,0,0,535,5,5,205,5,0,5,200,0,0,5,30,0,20,65,30,15,5,0,5,20,0,0,0,0,0,65,0,0,15,0,45,0,0,0,0,0,0,10,75,60,5,0,10,0,0,0,0,0,15,0,0,20,15,0,0,15,0,175,0,35,60,30,55,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,20,0,70,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,15,5,5,5,0,0,70,0,65,0,0
5350614.02,0614.02 (5350614.02)   00000 (  1.9%),3935,3850,2925,2890,45,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,50,0,0,0,0,0,0,0,0,50,0,45,0,0,0,0,5,0,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,5,0,0,5,0,0,0,665,5,5,305,5,0,5,300,0,0,15,50,5,10,125,25,30,0,15,0,15,0,0,0,0,0,55,5,0,15,0,40,0,0,0,0,0,0,5,75,45,0,0,5,0,0,0,0,0,15,0,0,25,30,5,0,25,0,215,0,50,65,15,90,0,5,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,25,0,75,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,20,5,0,15,0,0,85,10,70,10,0
5350615.00,0615.00 (5350615.00)   00000 (  2.2%),6430,6050,2800,2740,60,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,460,0,0,0,0,0,0,0,0,460,0,440,5,5,0,5,0,0,0,0,25,0,25,0,70,0,0,0,0,0,0,0,0,0,65,0,5,0,0,0,0,45,5,5,25,15,0,0,1760,5,5,400,0,0,0,400,0,0,25,75,0,10,135,65,40,10,10,5,20,0,0,0,0,0,40,0,5,5,0,30,0,0,0,0,0,0,25,945,865,15,50,135,0,5,5,0,5,195,25,10,420,80,0,20,55,0,345,0,50,115,45,130,0,0,0,0,115,0,0,15,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,715,715,140,5,545,0,10,10,10,0,0,0,0,0,0,15,0,10,0,15,0,15,0,0,5,15,0,5,10,0,0,375,25,320,10,25
5350620.01,0620.01 (5350620.01)   00000 (  2.0%),9195,8710,5510,5375,130,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,195,0,0,0,0,0,0,0,0,195,5,165,10,0,0,0,5,5,5,0,65,0,65,0,235,0,5,0,0,0,0,15,0,0,210,0,0,5,0,0,5,195,15,55,100,25,0,0,2325,20,5,350,5,0,5,345,0,5,0,45,5,15,155,45,35,0,5,0,30,0,0,0,0,0,30,0,0,10,0,20,0,0,0,0,0,0,15,1245,1120,45,85,90,0,0,15,0,0,265,5,10,605,115,0,25,95,5,660,0,90,175,50,345,0,5,0,0,20,0,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,115,115,50,0,60,0,5,0,0,0,0,0,0,0,0,5,0,0,0,10,0,5,0,5,0,10,0,5,10,0,0,480,35,435,5,5
5350620.05,0620.05 (5350620.05)   00000 (  1.3%),4590,4415,3065,3010,55,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,145,0,0,0,0,0,0,0,0,150,0,140,0,0,0,0,5,0,5,0,15,0,15,0,90,0,5,0,5,0,0,10,0,0,75,0,0,5,0,5,0,40,5,10,15,5,0,0,945,10,0,195,5,0,5,190,0,0,0,35,0,5,105,5,20,5,5,5,5,0,0,0,0,0,25,0,0,5,0,20,0,0,0,0,0,0,15,495,460,10,30,40,0,0,5,0,0,100,10,5,260,40,0,5,35,0,205,0,45,60,10,85,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,5,65,60,25,0,40,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5,0,0,170,5,155,5,10
5350620.06,0620.06 (5350620.06)   00000 (  1.7%),6800,6425,3715,3640,75,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,285,0,0,0,0,0,0,5,0,280,5,255,10,0,0,5,5,5,0,0,30,0,30,0,190,5,15,0,0,5,0,15,5,0,150,0,0,5,0,0,5,110,0,25,65,20,0,0,1920,25,5,375,0,0,0,370,0,0,0,60,0,15,205,40,20,0,15,0,20,0,0,0,0,0,15,0,0,5,0,10,0,0,5,0,0,0,20,1005,955,50,45,75,0,0,5,5,0,130,5,10,635,45,5,5,35,0,480,0,50,130,45,255,0,10,0,0,25,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,10,15,0,0,100,95,30,0,55,0,10,0,5,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,5,10,5,0,10,0,0,375,20,340,5,10
5350620.07,0620.07 (5350620.07)   00000 (  0.8%),5445,5190,3350,3275,75,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,170,0,0,0,5,0,0,0,0,170,0,150,10,0,0,0,0,0,0,0,15,5,10,0,100,0,0,0,5,5,0,0,0,0,85,0,0,0,0,0,0,65,5,10,40,10,0,0,1325,10,0,230,5,0,5,230,0,0,10,25,5,0,130,25,15,0,0,5,10,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,30,770,730,5,25,55,0,0,5,0,5,155,5,0,470,40,0,5,35,0,265,0,45,90,20,110,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,80,80,25,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,30,0,0,25,0,0,255,25,215,10,15
5350620.08,0620.08 (5350620.08)   00000 (  2.0%),7925,7415,4140,4025,120,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,335,0,0,0,5,0,0,5,0,330,0,295,10,5,0,0,10,0,0,0,75,5,70,0,175,0,5,0,0,0,0,10,5,0,145,0,5,10,5,5,5,180,5,30,120,25,0,0,2185,35,5,390,5,0,0,385,0,10,15,55,5,10,185,35,35,10,0,0,20,0,0,0,0,0,15,0,0,5,0,10,0,0,0,0,0,0,20,1230,1135,30,90,80,0,5,10,5,0,195,15,15,700,95,5,20,70,0,495,0,65,125,45,265,0,5,0,0,25,0,0,30,10,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0,0,215,215,80,0,130,0,5,0,5,0,0,0,0,0,5,0,5,0,0,10,0,10,0,0,5,15,5,0,15,0,5,510,25,465,10,15
5350620.09,0620.09 (5350620.09)   00000 (  1.9%),5275,4995,3135,3040,90,1870,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1865,180,0,0,0,0,0,0,0,0,180,5,165,5,0,0,0,5,0,5,0,40,0,40,0,140,0,5,0,0,0,0,5,0,0,130,0,0,0,0,0,5,65,0,10,40,15,0,0,1270,0,0,305,5,0,5,305,0,5,5,55,5,0,160,25,20,0,0,0,25,0,0,0,0,0,10,0,0,5,0,10,0,0,0,0,0,0,15,585,525,20,30,25,5,5,5,5,0,100,5,0,330,50,0,15,40,5,345,0,45,95,20,180,0,5,0,0,15,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,80,85,20,0,50,0,5,5,0,0,0,0,0,0,0,5,0,0,0,35,0,30,0,0,0,10,0,0,10,0,0,280,15,250,10,10
5350620.10,0620.10 (5350620.10)   00000 (  1.6%),11955,11275,6470,6330,145,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805,435,0,0,0,5,0,0,0,0,435,0,410,10,5,0,0,0,0,0,0,60,0,55,0,295,0,0,0,0,0,0,15,25,0,240,0,0,10,0,10,0,190,10,35,120,30,0,0,3300,5,0,365,5,5,5,365,0,10,0,50,5,15,175,55,35,0,5,0,15,0,0,0,0,0,45,5,0,5,0,25,0,5,0,0,0,0,25,2290,2145,50,135,145,5,10,5,20,0,305,10,30,1430,140,0,45,90,10,565,0,100,175,30,255,0,0,0,0,45,0,0,40,10,0,5,0,0,0,0,5,0,0,0,0,5,5,10,0,0,0,0,10,5,0,5,390,380,90,0,260,0,15,5,5,0,10,0,0,10,0,5,0,5,0,20,5,15,0,0,5,15,0,5,10,0,0,675,40,600,10,25
